PLAZA,CR TIENDA,DESC_TIENDA,MONTO SIN IMPUESTOS ,MONTO CON IMPUESTOS 
10CAN PlayaDelCarmen,50SKB,Scuba CUN,1125,1333.125
10CAN PlayaDelCarmen,50SSX,Del Coral CUN,315,373.275
10CAN PlayaDelCarmen,50SXV,Andara CUN,50,59.25
10CAN PlayaDelCarmen,50SYF,Sandia CUN,405,479.925
10CAN PlayaDelCarmen,50SZ1,Veleta CUN,1395,1653.075
10CAN PlayaDelCarmen,50T9X,Distrito Tulum CUN,100,118.5
10CAN PlayaDelCarmen,50THW,Treinta CUN,50,59.25
10CAN PlayaDelCarmen,50UHR,Vinales CUN,180,213.3
10CAN PlayaDelCarmen,50UTD,PUERTO MORELOS CUN,1035,1226.475
10CAN PlayaDelCarmen,50UVO,Armada de Mexico CUN,50,59.25
10CAN PlayaDelCarmen,50UYI,Huay Pix CUN,250,296.25
10CAN PlayaDelCarmen,50VLD,Aerodromo CUN,100,118.5
10CAN PlayaDelCarmen,50VUI,Shangrila CUN,315,373.275
10CAN PlayaDelCarmen,50W2T,Joya CUN,50,59.25
10CAN PlayaDelCarmen,50WBL,CASA BLANCA CUN,135,159.975
10CAN PlayaDelCarmen,50WF6,Pacto Obrero CUN,50,59.25
10CAN PlayaDelCarmen,50WOF,Rojo Gomez CUN,50,59.25
10CAN PlayaDelCarmen,50WOV,Venecia CUN,100,118.5
10CAN PlayaDelCarmen,50WRF,Flamboyan CUN,50,59.25
10CAN PlayaDelCarmen,50WZY,Mariposa CUN,315,373.275
10CAN PlayaDelCarmen,50XBZ,Del Sur CUN,50,59.25
10CAN PlayaDelCarmen,50XES,Mar Azul CUN,100,118.5
10CAN PlayaDelCarmen,50XJE,Manglares CUN,50,59.25
10CAN PlayaDelCarmen,50XQY,Mapora CUN,45,53.325
10CAN PlayaDelCarmen,50XV7,Acra Tulum CUN,250,296.25
10CAN PlayaDelCarmen,50Y3N,Elefante CUN,900,1066.5
10CAN PlayaDelCarmen,50YNU,Oriente CUN,720,853.2
10CAN PlayaDelCarmen,50YWX,Castano CUN,50,59.25
10CAN PlayaDelCarmen,50ZNF,Arboledas CUN,50,59.25
10CAN PlayaDelCarmen,50ZY5,Plaza Andador CUN,50,59.25
10CAN PlayaDelCarmen,50ZYE,Villas Tulum CUN,1260,1493.1
10CHI Chi Desierto,500B6,Siete Leguas CUF,50,59.25
10CHI Chi Desierto,500CC,Riveras de Sacramento CUF,50,59.25
10CHI Chi Desierto,500KF,Moctezuma CUF,50,59.25
10CHI Chi Desierto,501CN,Bugambilias CUF,50,59.25
10CHI Chi Desierto,501SJ,Estaci n Saucillo CUF,50,59.25
10CHI Chi Desierto,501SW,Unidad Popular CUF,150,177.75
10CHI Chi Desierto,502L9,Pasteur CUF,50,59.25
10CHI Chi Desierto,502YO,Paseos Ecuestre CUF,100,118.5
10CHI Chi Desierto,503HW,Paseo De Los Leones CUF,100,118.5
10CHI Chi Desierto,503SX,Presidio II CUF,150,177.75
10CHI Chi Desierto,5040D,Perla de Conchos CUF,300,355.5
10CHI Chi Desierto,50439,Calera CUF,100,118.5
10CHI Chi Desierto,5043L,Sol de Cen CUF,150,177.75
10CHI Chi Desierto,504Y4,Del Fortin CUF,300,355.5
10CHI Chi Desierto,5059S,Centro CUF,90,106.65
10CHI Chi Desierto,505IL,Puerta De Camargo CUF,50,59.25
10CHI Chi Desierto,505OS,Algodoneros CUF,50,59.25
10CHI Chi Desierto,5066K,Pablo Ginther CUF,50,59.25
10CHI Chi Desierto,506JF,Tamborel CUF,450,533.25
10CHI Chi Desierto,506K2,El Porvenir CUF,200,237
10CHI Chi Desierto,506MH,Bachimba CUF,50,59.25
10CHI Chi Desierto,506QH,Jose Vasconcelos CUF,100,118.5
10CHI Chi Desierto,506V1,Gloria CUF,50,59.25
10CHI Chi Desierto,506VH,Toledano CUF,50,59.25
10CHI Chi Desierto,506VR,Escudero CUF,50,59.25
10CHI Chi Desierto,5079N,Renovacion CUF,90,106.65
10CHI Chi Desierto,507L4,Barrag n CUF,150,177.75
10CHI Chi Desierto,5087B,18 de Marzo CUF,45,53.325
10CHI Chi Desierto,5087Y,Tercera CUF,50,59.25
10CHI Chi Desierto,508QX,Las Moras CUF,400,474
10CHI Chi Desierto,5094C,Sierra Azul CUF,100,118.5
10CHI Chi Desierto,509D6,Bugarini CUF,45,53.325
10CHI Chi Desierto,509DF, rbol Grande CUF,200,237
10CHI Chi Desierto,509LO,Los Olivos CUF,150,177.75
10CHI Chi Desierto,50ACS,Aceros CUF,50,59.25
10CHI Chi Desierto,50BAW,Baeza CUF,50,59.25
10CHI Chi Desierto,50BDC,Libram. Delicias CUF,50,59.25
10CHI Chi Desierto,50BJE,Monte Alban CUF,50,59.25
10CHI Chi Desierto,50BOP,Jose Leyva CUF,50,59.25
10CHI Chi Desierto,50BQI,Boquilla CUF,50,59.25
10CHI Chi Desierto,50BSF,Lealtad CUF,150,177.75
10CHI Chi Desierto,50BT6,Chavira CUF,50,59.25
10CHI Chi Desierto,50C4T,Manzoni CUF,50,59.25
10CHI Chi Desierto,50C5X,Praderas del Sur CUF,150,177.75
10CHI Chi Desierto,50COC,Constituyentes CUF,100,118.5
10CHI Chi Desierto,50CQC,Cardenas CUF,150,177.75
10CHI Chi Desierto,50CRN,Revolucion CUF,50,59.25
10CHI Chi Desierto,50CSS,Cosmos CUF,45,53.325
10CHI Chi Desierto,50CVR,Villas Del Real CUF,450,533.25
10CHI Chi Desierto,50DET,Deportistas CUF,200,237
10CHI Chi Desierto,50DJP,Juan Pablo II CUF,50,59.25
10CHI Chi Desierto,50DPA,Deportiva CUF,50,59.25
10CHI Chi Desierto,50DSK,Dostoievski CUF,50,59.25
10CHI Chi Desierto,50DUM,Dumas CUF,405,479.925
10CHI Chi Desierto,50EAL,Paseo del Real CUF,200,237
10CHI Chi Desierto,50EQ8,Anita CUF,50,59.25
10CHI Chi Desierto,50EVR,Everest CUF,200,237
10CHI Chi Desierto,50EYG,Los Cuates CUF,100,118.5
10CHI Chi Desierto,50F6B,Noble CUF,350,414.75
10CHI Chi Desierto,50FFB,Cementos CUF,45,53.325
10CHI Chi Desierto,50FFN,Orranteno CUF,50,59.25
10CHI Chi Desierto,50FHM,Mercadeo CUF,50,59.25
10CHI Chi Desierto,50FIP,Presidentes CUF,50,59.25
10CHI Chi Desierto,50FMN,Flamingos CUF,100,118.5
10CHI Chi Desierto,50FOT,Comonfort CUF,100,118.5
10CHI Chi Desierto,50FPO,FONAPO CUF,150,177.75
10CHI Chi Desierto,50GDE,Coronado CUF,100,118.5
10CHI Chi Desierto,50GRS,Girasoles CUF,150,177.75
10CHI Chi Desierto,50GUA,Guadalupe CUF,180,213.3
10CHI Chi Desierto,50GXU,Guerrero CUF,100,118.5
10CHI Chi Desierto,50GZN,Goessler CUF,50,59.25
10CHI Chi Desierto,50H3X,Ramon Cordova CUF,50,59.25
10CHI Chi Desierto,50H50,Chicoasen CUF,50,59.25
10CHI Chi Desierto,50HMS,Hermes CUF,50,59.25
10CHI Chi Desierto,50HNV,Chuviscar CUF,50,59.25
10CHI Chi Desierto,50I4L,Riveras del Valle CUF,45,53.325
10CHI Chi Desierto,50IDP,Independencia CUF,100,118.5
10CHI Chi Desierto,50IFC,De la Llave CUF,50,59.25
10CHI Chi Desierto,50IJO,El Quijote CUF,150,177.75
10CHI Chi Desierto,50INT,Industrial CUF,150,177.75
10CHI Chi Desierto,50J11,Avenida Central CUF,150,177.75
10CHI Chi Desierto,50J2O,Vendanova CUF,100,118.5
10CHI Chi Desierto,50J34,La Mesa CUF,100,118.5
10CHI Chi Desierto,50J68,Sucre CUF,250,296.25
10CHI Chi Desierto,50JDN,Jardines del Nte CUF,100,118.5
10CHI Chi Desierto,50JDZ,Juan de Dios PezaCUF,50,59.25
10CHI Chi Desierto,50JEK,Loma Linda CUF,250,296.25
10CHI Chi Desierto,50JEZ,Juarez CUF,100,118.5
10CHI Chi Desierto,50JKZ,Romanzza CUF,450,533.25
10CHI Chi Desierto,50JQG,Transmision CUF,50,59.25
10CHI Chi Desierto,50JQK,Paraiso CUF,50,59.25
10CHI Chi Desierto,50JQW,Las Varas CUF,50,59.25
10CHI Chi Desierto,50KCN,Imperial CUF,300,355.5
10CHI Chi Desierto,50KGL,Pacifico CUF,45,53.325
10CHI Chi Desierto,50KGS,Carranza CUF,45,53.325
10CHI Chi Desierto,50KQM,Venceremos CUF,150,177.75
10CHI Chi Desierto,50L0L,Vado de Meoqui  CUF,50,59.25
10CHI Chi Desierto,50LEO,La Leona CUF,50,59.25
10CHI Chi Desierto,50LJT,Portal del Valle CUF,45,53.325
10CHI Chi Desierto,50LNP,Notarias CUF,225,266.625
10CHI Chi Desierto,50LYN,Real Carolinas CUF,45,53.325
10CHI Chi Desierto,50M0H,Meouchi CUF,200,237
10CHI Chi Desierto,50M4A,Nuestra Gente CUF,50,59.25
10CHI Chi Desierto,50M4T,Carrillo Puerto CUF,100,118.5
10CHI Chi Desierto,50M7M,Supremo Tribunal CUF,180,213.3
10CHI Chi Desierto,50MAG,Flores Magon CUF,50,59.25
10CHI Chi Desierto,50MCK,Montecarlo CUF,45,53.325
10CHI Chi Desierto,50MOH,Mohinora CUF,50,59.25
10CHI Chi Desierto,50N76,Militares CUF,270,319.95
10CHI Chi Desierto,50NAT,Atenas CUF,100,118.5
10CHI Chi Desierto,50NCH,Nogales CUF,100,118.5
10CHI Chi Desierto,50NCJ,Nebraska CUF,250,296.25
10CHI Chi Desierto,50NEQ,Rohana CUF,50,59.25
10CHI Chi Desierto,50NKB,Palacio CUF,200,237
10CHI Chi Desierto,50NLL,Lenny Romo CUF,300,355.5
10CHI Chi Desierto,50NOV,20 de Noviembre CUF,50,59.25
10CHI Chi Desierto,50NQ5,San Pedro CUF,100,118.5
10CHI Chi Desierto,50NSJ,Camargo CUF,50,59.25
10CHI Chi Desierto,50NWT,Norte CUF,50,59.25
10CHI Chi Desierto,50NZJ,Camilo Torres CUF,100,118.5
10CHI Chi Desierto,50O03,Guillermo Prieto CUF,50,59.25
10CHI Chi Desierto,50OCS,Campesina CUF,50,59.25
10CHI Chi Desierto,50OED,El Pedregal CUF,100,118.5
10CHI Chi Desierto,50OEF,La Cruz CUF,100,118.5
10CHI Chi Desierto,50OMF,Del Parque CUF,50,59.25
10CHI Chi Desierto,50OPX,PEMEX CUF,100,118.5
10CHI Chi Desierto,50OSR,San Rafael CUF,50,59.25
10CHI Chi Desierto,50P6X,Villa Nueva CUF,150,177.75
10CHI Chi Desierto,50PBT,Pinabete CUF,50,59.25
10CHI Chi Desierto,50PCO,Pacheco CUF,50,59.25
10CHI Chi Desierto,50PDH,Puerta de Hierro CUF,180,213.3
10CHI Chi Desierto,50PDN,Ponce de Leon CUF,200,237
10CHI Chi Desierto,50PJU,Galeana CUF,250,296.25
10CHI Chi Desierto,50POT,Los Portales CUF,45,53.325
10CHI Chi Desierto,50Q37,Magana CUF,50,59.25
10CHI Chi Desierto,50Q4H,Cerro Coronel CUF,50,59.25
10CHI Chi Desierto,50QEY,Grutas CUF,90,106.65
10CHI Chi Desierto,50QRW,Quinta Real CUF,50,59.25
10CHI Chi Desierto,50R0C,Devora CUF,50,59.25
10CHI Chi Desierto,50R24,Gobernadores CUF,50,59.25
10CHI Chi Desierto,50R3J,Mady  CUF,45,53.325
10CHI Chi Desierto,50R9K,Televisa CUF,50,59.25
10CHI Chi Desierto,50RBE,Arabe CUF,50,59.25
10CHI Chi Desierto,50REM,Real de Minas CUF,150,177.75
10CHI Chi Desierto,50ROP,Aeropuerto CUF,200,237
10CHI Chi Desierto,50RPH,Rosales CUF,200,237
10CHI Chi Desierto,50S5A,Las Virgenes CUF,100,118.5
10CHI Chi Desierto,50SCG,San Carlos CUF,200,237
10CHI Chi Desierto,50SHZ,Julimes CUF,50,59.25
10CHI Chi Desierto,50SW4,Cuarteles CUF,150,177.75
10CHI Chi Desierto,50TND,Trinidad CUF,500,592.5
10CHI Chi Desierto,50TO2,Luis H Alvarez CUF,50,59.25
10CHI Chi Desierto,50TW6,Cd. Judicial CUF,180,213.3
10CHI Chi Desierto,50TX2,Soles de Ojinaga CUF,100,118.5
10CHI Chi Desierto,50UJG,Presidio CUF,200,237
10CHI Chi Desierto,50UP2,La Lagunita CUF,250,296.25
10CHI Chi Desierto,50UTO,Auditorio CUF,50,59.25
10CHI Chi Desierto,50UZS,Ojos Azules CUF,100,118.5
10CHI Chi Desierto,50V5U,20 Aniversario CUF,50,59.25
10CHI Chi Desierto,50VPQ,Seminario CUF,90,106.65
10CHI Chi Desierto,50VRY,Villa del Rey CUF,45,53.325
10CHI Chi Desierto,50VYK,Victoria II CUF,300,355.5
10CHI Chi Desierto,50WC7,Punta Los Barrenos CUF,250,296.25
10CHI Chi Desierto,50WIL,Wilson CUF,50,59.25
10CHI Chi Desierto,50WND,Lotes Urbanos CUF,100,118.5
10CHI Chi Desierto,50WNI,Poniente CUF,50,59.25
10CHI Chi Desierto,50WNL,Combylub CUF,50,59.25
10CHI Chi Desierto,50X0Q,Sierra Tarahumara CUF,450,533.25
10CHI Chi Desierto,50X20,Gas Delicias CUF,50,59.25
10CHI Chi Desierto,50XGJ,Ojo de Dolores CUF,50,59.25
10CHI Chi Desierto,50XVF,Francisco Marquez CUF,50,59.25
10CHI Chi Desierto,50YIO,Rio Aros CUF,250,296.25
10CHI Chi Desierto,50YP3,27 de Noviembre CUF,150,177.75
10CHI Chi Desierto,50YU9,Potasio CUF,150,177.75
10CHI Chi Desierto,50YYA,Allende CUF,150,177.75
10CHI Chi Desierto,50Z3D,Plazuela CUF,50,59.25
10CHI Chi Desierto,50ZSE,Santa Rita CUF,50,59.25
10CHI Chi Desierto,50ZYN,San Martin CUF,50,59.25
10CHI Chi Desierto,51FMA,Reforma CUF,50,59.25
10CHI Chi Sierra,500W0,Monte Verde CUF,50,59.25
10CHI Chi Sierra,500YA,Los Arcos CUF,100,118.5
10CHI Chi Sierra,50183,La Coru a CUF,100,118.5
10CHI Chi Sierra,501D9,Dale CUF,200,237
10CHI Chi Sierra,501W7,Chapultepec CUF,150,177.75
10CHI Chi Sierra,5022I,Ferez CUF,100,118.5
10CHI Chi Sierra,5025S,El Conejo CUF,350,414.75
10CHI Chi Sierra,502FX,Porfirio Diaz CUF,50,59.25
10CHI Chi Sierra,502UC,Jorge Castillo CUF,200,237
10CHI Chi Sierra,502YA,Molino de Agua  CUF,250,296.25
10CHI Chi Sierra,5036S,La Joyita CUF,100,118.5
10CHI Chi Sierra,503DD,Hidalgo CUF,50,59.25
10CHI Chi Sierra,503H9,El General CUF,100,118.5
10CHI Chi Sierra,503K1,Vicente Guerrero CUF,50,59.25
10CHI Chi Sierra,503VF,Toltecas CUF,100,118.5
10CHI Chi Sierra,503Z7,Muller CUF,150,177.75
10CHI Chi Sierra,504C8,Tarona CUF,100,118.5
10CHI Chi Sierra,504L3,16 de Septiembre CUF,150,177.75
10CHI Chi Sierra,504QS,Colima CUF,100,118.5
10CHI Chi Sierra,5055G,Septima CUF,200,237
10CHI Chi Sierra,505DI,Cantera II CUF,180,213.3
10CHI Chi Sierra,505KO,Nuevo Sacramento CUF,250,296.25
10CHI Chi Sierra,505QW,Creel CUF,100,118.5
10CHI Chi Sierra,5061U,Casa Colorada CUF,100,118.5
10CHI Chi Sierra,506AQ,Cipres CUF,225,266.625
10CHI Chi Sierra,5075O,Heroes de la Revolucion CUF,50,59.25
10CHI Chi Sierra,507B1,El Rejon CUF,585,693.225
10CHI Chi Sierra,507ZV,Carrizalillos CUF,100,118.5
10CHI Chi Sierra,5083P,Nuevo Milenio CUF,200,237
10CHI Chi Sierra,5087I,Teofilo CUF,200,237
10CHI Chi Sierra,508J6,Costa Rica CUF,50,59.25
10CHI Chi Sierra,508MT,Alvaro Obregon CUF,50,59.25
10CHI Chi Sierra,508UT,Quinta Balboa CUF,90,106.65
10CHI Chi Sierra,5092P,Cabrales CUF,150,177.75
10CHI Chi Sierra,509LT,Borunda CUF,250,296.25
10CHI Chi Sierra,509Z1,Pinos Altos CUF,50,59.25
10CHI Chi Sierra,50A4W,Campo Del Sol CUF,50,59.25
10CHI Chi Sierra,50ACB,Montes AmericanosCUF,100,118.5
10CHI Chi Sierra,50AHV,Centenario CUF,250,296.25
10CHI Chi Sierra,50AMS,Americas CUF,50,59.25
10CHI Chi Sierra,50ARA,Arboledas CUF,135,159.975
10CHI Chi Sierra,50ATC,Altec CUF,50,59.25
10CHI Chi Sierra,50AVC,Avicola CUF,50,59.25
10CHI Chi Sierra,50B0X,Madrid CUF,100,118.5
10CHI Chi Sierra,50B0Z,Texcoco CUF,50,59.25
10CHI Chi Sierra,50BBC,Batopilas CUF,315,373.275
10CHI Chi Sierra,50BKD,Pimentel CUF,50,59.25
10CHI Chi Sierra,50BRL,Brasil CUF,135,159.975
10CHI Chi Sierra,50BYV,Bellavista CUF,150,177.75
10CHI Chi Sierra,50CAF,Cafetales CUF,100,118.5
10CHI Chi Sierra,50CBW,San Sebastian CUF,315,373.275
10CHI Chi Sierra,50CDD,Cordilleras II CUF,270,319.95
10CHI Chi Sierra,50CEC,Cerro de La Cruz CUF,50,59.25
10CHI Chi Sierra,50CFR,Fresno CUF,45,53.325
10CHI Chi Sierra,50CLN,Colon CUF,50,59.25
10CHI Chi Sierra,50CM8,Del Hormiguero CUF,100,118.5
10CHI Chi Sierra,50CNA,Colinas CUF,50,59.25
10CHI Chi Sierra,50CNV,ISSSTE CUF,45,53.325
10CHI Chi Sierra,50CRB,Carbonel CUF,50,59.25
10CHI Chi Sierra,50CSR,Campestre CUF,1305,1546.425
10CHI Chi Sierra,50CTK,Chichontepec CUF,225,266.625
10CHI Chi Sierra,50CYR,Cordilleras I CUF,45,53.325
10CHI Chi Sierra,50D4U,Soto Maynez CUF,50,59.25
10CHI Chi Sierra,50DNK,Rep. Dominicana CUF,135,159.975
10CHI Chi Sierra,50DSY,Deza y Ulloa CUF,450,533.25
10CHI Chi Sierra,50DTJ,Los Llanos CUF,100,118.5
10CHI Chi Sierra,50DXW,Tricentenario CUF,225,266.625
10CHI Chi Sierra,50E48,De Los Mayas CUF,200,237
10CHI Chi Sierra,50E51,Leona Vicario CUF,100,118.5
10CHI Chi Sierra,50EGU,Antonio De MontesCUF,50,59.25
10CHI Chi Sierra,50EPZ,Esperanza CUF,100,118.5
10CHI Chi Sierra,50EX2,San Cayetano,50,59.25
10CHI Chi Sierra,50FIT,Fitzmaurice CUF,90,106.65
10CHI Chi Sierra,50FPI,Santa Clara CUF,90,106.65
10CHI Chi Sierra,50FQW,Fuentes Mares CUF,50,59.25
10CHI Chi Sierra,50FWH,Congo CUF,50,59.25
10CHI Chi Sierra,50FXM,Nueva Espana CUF,150,177.75
10CHI Chi Sierra,50GE9,El Terrero CUF,50,59.25
10CHI Chi Sierra,50GML,Guatemala CUF,90,106.65
10CHI Chi Sierra,50GMN,Gomez Morin CUF,50,59.25
10CHI Chi Sierra,50GVN,La Iguana CUF,100,118.5
10CHI Chi Sierra,50H6K,Pavis Borunda CUF,100,118.5
10CHI Chi Sierra,50H6Y,Morelia CUF,150,177.75
10CHI Chi Sierra,50H7U,Altavista CUF,100,118.5
10CHI Chi Sierra,50HIQ,Quintas CUF,50,59.25
10CHI Chi Sierra,50HOF,Medanos CUF,350,414.75
10CHI Chi Sierra,50HQ8,Loewen CUF,50,59.25
10CHI Chi Sierra,50HSV,Vistas del Sol CUF,200,237
10CHI Chi Sierra,50HTQ,Las Huertas CUF,200,237
10CHI Chi Sierra,50HVA,Valle del angel CUF,990,1173.15
10CHI Chi Sierra,50HXI,Los Trigales CUF,300,355.5
10CHI Chi Sierra,50HZU,Guillermo Baca CUF,50,59.25
10CHI Chi Sierra,50ICI,Medicina CUF,50,59.25
10CHI Chi Sierra,50IE6,Periferico CUF,50,59.25
10CHI Chi Sierra,50IQ6,Turista CUF,150,177.75
10CHI Chi Sierra,50IQ8,Gasolinera Azteca CUF,100,118.5
10CHI Chi Sierra,50JNT,Juventud CUF,100,118.5
10CHI Chi Sierra,50JRU,Jesus Renteria CUF,90,106.65
10CHI Chi Sierra,50JUY,Ramos CUF,350,414.75
10CHI Chi Sierra,50K2I,Colonia Agr cola CUF,250,296.25
10CHI Chi Sierra,50K3M,Geles CUF,50,59.25
10CHI Chi Sierra,50KE5,Minera CUF,250,296.25
10CHI Chi Sierra,50KNW,Cordillera Negra CUF,50,59.25
10CHI Chi Sierra,50KU0,Central de Abastos CUF,50,59.25
10CHI Chi Sierra,50KZR,Puerta del Tiempo CUF,100,118.5
10CHI Chi Sierra,50L9D,Laguna de Bustillos CUF,50,59.25
10CHI Chi Sierra,50LCE,Lince CUF,50,59.25
10CHI Chi Sierra,50LFV,Rincones CUF,810,959.85
10CHI Chi Sierra,50LI8,Saratoga CUF,50,59.25
10CHI Chi Sierra,50LNO,Lozano CUF,250,296.25
10CHI Chi Sierra,50LPR,La Presa CUF,540,639.9
10CHI Chi Sierra,50M0N,Barrio Lerdo CUF,100,118.5
10CHI Chi Sierra,50M93,Mercado Cinco CUF,150,177.75
10CHI Chi Sierra,50MAA,Sombreretillo CUF,250,296.25
10CHI Chi Sierra,50MB9,Colosio CUF,50,59.25
10CHI Chi Sierra,50MGH,Melchor Guaspe CUF,250,296.25
10CHI Chi Sierra,50MIR,Mirador CUF,50,59.25
10CHI Chi Sierra,50N39,Perimetral CUF,550,651.75
10CHI Chi Sierra,50NHH,Ninos Heroes CUF,50,59.25
10CHI Chi Sierra,50NIG,Ingenierias  CUF,50,59.25
10CHI Chi Sierra,50O2Y,Almancena CUF,50,59.25
10CHI Chi Sierra,50O32,Vistas Cerro Grande CUF,135,159.975
10CHI Chi Sierra,50OGJ,Ojo Laguna CUF,50,59.25
10CHI Chi Sierra,50OMN,Mision CUF,400,474
10CHI Chi Sierra,50ORT,Ortiz Mena CUF,50,59.25
10CHI Chi Sierra,50OSM,Sacramento CUF,50,59.25
10CHI Chi Sierra,50OW6,Gas Riberas CUF,150,177.75
10CHI Chi Sierra,50PAL,Palmas CUF,270,319.95
10CHI Chi Sierra,50PAS,Pascual Orozco CUF,200,237
10CHI Chi Sierra,50PEO,Arareco CUF,50,59.25
10CHI Chi Sierra,50PHN,Pinos CUF,50,59.25
10CHI Chi Sierra,50PNM,Panama CUF,45,53.325
10CHI Chi Sierra,50PSI,Valle Escondido CUF,810,959.85
10CHI Chi Sierra,50PSS,Paseos CUF,200,237
10CHI Chi Sierra,50Q90,Mangos CUF,150,177.75
10CHI Chi Sierra,50Q9I,Cima de la Cantera CUF,720,853.2
10CHI Chi Sierra,50QQ2,Valle de San Pedro CUF,180,213.3
10CHI Chi Sierra,50QR6,Buenavista CUF,45,53.325
10CHI Chi Sierra,50QVB,GAN CUF,100,118.5
10CHI Chi Sierra,50QVG,Plan de Ayala CUF,100,118.5
10CHI Chi Sierra,50RB9,Mata CUF,200,237
10CHI Chi Sierra,50REB,Ricoba CUF,450,533.25
10CHI Chi Sierra,50RO4,Yucatan CUF,250,296.25
10CHI Chi Sierra,50ROH,Roma CUF,200,237
10CHI Chi Sierra,50RTA,Vallarta CUF,100,118.5
10CHI Chi Sierra,50S0P,Plaza Norte CUF,50,59.25
10CHI Chi Sierra,50SAU,Saucito CUF,90,106.65
10CHI Chi Sierra,50SID,Universidad CUF,50,59.25
10CHI Chi Sierra,50SKR,Soto Reyes CUF,50,59.25
10CHI Chi Sierra,50SQ1,Ratkay CUF,90,106.65
10CHI Chi Sierra,50SRB,Sorbona CUF,315,373.275
10CHI Chi Sierra,50T4L,Laguna Mexicanos CUF,100,118.5
10CHI Chi Sierra,50T6H,Guachochi CUF,100,118.5
10CHI Chi Sierra,50TAQ,Barrancas CUF,180,213.3
10CHI Chi Sierra,50TEM,Cuauhtemoc CUF,50,59.25
10CHI Chi Sierra,50TL0,Miguel Aleman CUF,100,118.5
10CHI Chi Sierra,50TUK,Manzanos CUF,50,59.25
10CHI Chi Sierra,50TXU,Santa Rosa CUF,200,237
10CHI Chi Sierra,50UDM,Belisario CUF,100,118.5
10CHI Chi Sierra,50UQS,Centauro CUF,50,59.25
10CHI Chi Sierra,50UV9,Vazquez CUF,100,118.5
10CHI Chi Sierra,50UVS,Campus Univ.CUF,450,533.25
10CHI Chi Sierra,50UVW,Trillenium CUF,315,373.275
10CHI Chi Sierra,50V5V,Tacuba CUF,50,59.25
10CHI Chi Sierra,50VD8,Senderos CUF,150,177.75
10CHI Chi Sierra,50VIT,Infonavit CUF,100,118.5
10CHI Chi Sierra,50VL9,Tomochi CUF,50,59.25
10CHI Chi Sierra,50VTO,Vistas del Norte CUF,50,59.25
10CHI Chi Sierra,50VYA,Villa Dorada CUF,100,118.5
10CHI Chi Sierra,50W1P,Las Estrellas CUF,50,59.25
10CHI Chi Sierra,50W5O,Cahuisori CUF,150,177.75
10CHI Chi Sierra,50WB0,G Pancho Villa CUF,150,177.75
10CHI Chi Sierra,50WEZ,Meraz CUF,50,59.25
10CHI Chi Sierra,50WGG,Isabella CUF,50,59.25
10CHI Chi Sierra,50WJ2,Avalos CUF,250,296.25
10CHI Chi Sierra,50WKX,El Granillo CUF,50,59.25
10CHI Chi Sierra,50WLQ,Marlo CUF,150,177.75
10CHI Chi Sierra,50X2F,Mapo CUF,400,474
10CHI Chi Sierra,50X5N,Monte Xenit CUF,360,426.6
10CHI Chi Sierra,50XEO,Estrella CUF,50,59.25
10CHI Chi Sierra,50XG5,Bachilleres CUF,50,59.25
10CHI Chi Sierra,50XJ9,Palmilla CUF,200,237
10CHI Chi Sierra,50XNJ,El Valle CUF,100,118.5
10CHI Chi Sierra,50XVM,Anahuac CUF,250,296.25
10CHI Chi Sierra,50YO3,UTCH CUF,100,118.5
10CHI Chi Sierra,50YQ8,Del Ventero CUF,50,59.25
10CHI Chi Sierra,50YV4,Gabino Barrera CUF,100,118.5
10CHI Chi Sierra,50Z2I,Plaza Vallarta CUF,50,59.25
10CHI Chi Sierra,50Z61,Las Animas CUF,315,373.275
10CHI Chi Sierra,50ZAQ,Amazonas CUF,150,177.75
10CHI Chi Sierra,50ZER,Mer CUF,150,177.75
10CHI Chi Sierra,50ZOZ,Zaragoza CUF,150,177.75
10CHI Chi Sierra,50ZSK,Mora CUF,100,118.5
10CHI Chi Sierra,50ZTN,Zootecnia CUF,50,59.25
10CHI Jua Antiguo,5007U,Madera CJS,100,118.5
10CHI Jua Antiguo,500AI,Centro CJS,100,118.5
10CHI Jua Antiguo,500U6,Plaza de Armas CUF,45,53.325
10CHI Jua Antiguo,5018S,Alcala CJS,450,533.25
10CHI Jua Antiguo,501D0,Elisa CJS,250,296.25
10CHI Jua Antiguo,501NE,Sebastian CJS,100,118.5
10CHI Jua Antiguo,501QC,MIsion de los Lagos CJS,315,373.275
10CHI Jua Antiguo,501RD,Santa Teresa CJS,50,59.25
10CHI Jua Antiguo,501YV,Barreda CJS,150,177.75
10CHI Jua Antiguo,5020Z,Sanders CJS,100,118.5
10CHI Jua Antiguo,502CO,Altos Hornos CUF,150,177.75
10CHI Jua Antiguo,503K6,Felipe Angeles CUF,50,59.25
10CHI Jua Antiguo,5042I,Tamaulipas,90,106.65
10CHI Jua Antiguo,504V5,Nacho,50,59.25
10CHI Jua Antiguo,506DD,Arrieta CJS,135,159.975
10CHI Jua Antiguo,5083T,Murelos CUF,350,414.75
10CHI Jua Antiguo,50857,Granjas CJS,50,59.25
10CHI Jua Antiguo,508B6,Bracamontes CUF,50,59.25
10CHI Jua Antiguo,508FW,Plata CJS,50,59.25
10CHI Jua Antiguo,508XN,Mixti CJS,100,118.5
10CHI Jua Antiguo,5095Q,Balderas CJS,100,118.5
10CHI Jua Antiguo,509QS,Gomez CUF,400,474
